House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
39,Glasgow Spurs,Marilyn,Hughes,57,Head,Married,Female,Physiological scientist,None,Christian
39,Glasgow Spurs,Carl,Hughes,56,Husband,Married,Male,Chief Operating Officer,None,Christian
40,Glasgow Spurs,Caroline,Ward,67,Head,Widowed,Female,Ecologist,None,Christian
41,Glasgow Spurs,Bryan,Jenkins,28,Head,Married,Male,Professor Emeritus,None,Catholic
41,Glasgow Spurs,Kim,Jenkins,29,Wife,Married,Female,"Engineer, mining",None,Catholic
41,Glasgow Spurs,Lorraine,Jenkins,3,Daughter,NA,Female,Child,None,NA
42,Glasgow Spurs,Joan,Davies,21,Head,Single,Female,University Student,None,Christian
43,Glasgow Spurs,Sophie,Wade,72,Head,Widowed,Female,Retired Ecologist,None,None
44,Glasgow Spurs,Kimberley,Collins,25,Head,Single,Female,Further education lecturer,None,Catholic
44,Glasgow Spurs,Lee,Collins,5,Son,NA,Male,Student,None,NA
44,Glasgow Spurs,Kelly,Collins,0,Daughter,NA,Female,Child,None,NA
45,Glasgow Spurs,Leanne,Johnson,54,Head,Married,Female,Data processing manager,None,Christian
45,Glasgow Spurs,Vincent,Johnson,56,Husband,Married,Male,Chief of Staff,None,Christian
45,Glasgow Spurs,Phillip,Johnson,23,Son,Divorced,Male,Television/film/video producer,None,Christian
46,Glasgow Spurs,Vincent,Bibi,66,Head,Married,Male,Cabin crew,None,Christian
46,Glasgow Spurs,Louise,Bibi,67,Wife,Married,Female,"Horticulturist, amenity",None,None
47,Glasgow Spurs,Charlotte,Carey,33,Head,Married,Female,"Conservation officer, nature",None,None
47,Glasgow Spurs,Gareth,Carey,33,Husband,Married,Male,Unemployed,None,None
48,Glasgow Spurs,Allan,Taylor,68,Head,Divorced,Male,Retired Hotel manager,None,None
49,Glasgow Spurs,Victor,Duncan,65,Head,Single,Male,Financial adviser,None,None
50,Glasgow Spurs,Rita,Fisher,75,Head,Widowed,Female,Unemployed,None,Christian
50,Glasgow Spurs,Laura,Fisher,43,Daughter,Single,Female,Writer,None,Christian
51,Glasgow Spurs,Megan,Carter,42,Head,Single,Female,Unemployed,None,None
51,Glasgow Spurs,Mark,Carter,12,Son,NA,Male,Student,None,NA
51,Glasgow Spurs,James,Carter,10,Son,NA,Male,Student,None,NA
52,Glasgow Spurs,Dominic,Fox,36,Head,Single,Male,Quarry manager,None,None
53,Glasgow Spurs,Leonard,Chamberlain,34,Head,Single,Male,Computer games developer,None,Methodist
54,Glasgow Spurs,Deborah,Patel,23,Head,Single,Female,Radio producer,None,None
54,Glasgow Spurs,Gerard,Richards,26,Partner,Single,Male,Dietitian,None,None
54,Glasgow Spurs,Harriet,Patel,1,Daughter,NA,Female,Child,None,NA
1,Brown Lane,Simon,Thomas-Browne,46,Head,Married,Male,Production manager,None,Methodist
1,Brown Lane,Gillian,Thomas-Browne,42,Wife,Married,Female,Passenger transport manager,None,None
1,Brown Lane,Helen,Thomas-Browne,16,Daughter,NA,Female,Student,None,NA
1,Brown Lane,Jeremy,Thomas-Browne,14,Son,NA,Male,Student,None,NA
2,Brown Lane,Olivia,Campbell,37,Head,Married,Female,Airline pilot,None,Methodist
2,Brown Lane,John,Spencer,40,Husband,Married,Male,"Engineer, maintenance",None,None
3,Brown Lane,Keith,Mellor,73,Head,Widowed,Male,"Retired Engineer, civil (contracting)",None,Christian
4,Brown Lane,Vanessa,Clark,35,Head,Married,Female,Textile designer,None,None
4,Brown Lane,Phillip,Clark,37,Husband,Married,Male,"Engineer, electrical",None,None
4,Brown Lane,Luke,Clark,11,Son,NA,Male,Student,None,NA
4,Brown Lane,Kieran,Clark,7,Son,NA,Male,Student,None,NA
5,Brown Lane,Kyle,Ward,66,Head,Married,Male,Museum/gallery conservator,None,None
5,Brown Lane,Bethany,Ward,65,Wife,Married,Female,Community arts worker,None,None
6,Brown Lane,Margaret,Johnson,76,Head,Widowed,Female,"Retired Engineer, water",None,Christian
7,Brown Lane,Heather,Steele,35,Head,Divorced,Female,Unemployed,None,Catholic
7,Brown Lane,Julia,Steele,13,Daughter,NA,Female,Student,None,NA
7,Brown Lane,James,Jones-Steele,13,Son,NA,Male,Student,None,NA
7,Brown Lane,Harriet,Jones-Steele,11,Daughter,NA,Female,Student,None,NA
7,Brown Lane,Trevor,Jones-Steele,8,Son,NA,Male,Student,None,NA
8,Brown Lane,Claire,Alexander,35,Head,Married,Female,Textile designer,None,None
8,Brown Lane,Oliver,Russell,40,Husband,Married,Male,"Engineer, broadcasting (operations)",None,None
8,Brown Lane,Anna,Alexander,17,Daughter,NA,Female,Student,None,NA
9,Brown Lane,Joanna,O'Connor,48,Head,Single,Female,Unemployed,None,Christian
9,Brown Lane,Lucy,O'Connor,2,Daughter,NA,Female,Child,None,NA
10,Brown Lane,Arthur,Jones,68,Head,Divorced,Male,Retired Leisure centre manager,None,Christian
10,Brown Lane,Mark,Jones,39,Son,Single,Male,Diplomatic Services operational officer,None,None
11,Brown Lane,Leonard,Hurst,57,Head,Married,Male,Archaeologist,None,Methodist
11,Brown Lane,Anne,Hurst,56,Wife,Married,Female,Chartered loss adjuster,None,None
12,Brown Lane,Alan,Thompson,40,Head,Single,Male,Forensic scientist,None,None
12,Brown Lane,Jade,Thompson,23,Daughter,Single,Female,Bonds trader,None,None
13,Brown Lane,Leon,Owens,57,Head,Single,Male,Toxicologist,Disabled,None
13,Brown Lane,Stanley,Evans,20,None,Single,Male,University Student,None,None
14,Brown Lane,Neil,Whitehead,78,Head,Married,Male,Retired Electrical engineer,None,None
14,Brown Lane,Tina,Whitehead,75,Wife,Married,Female,Retired Medical laboratory scientific officer,None,None
15,Brown Lane,Edward,Jones,22,Head,Single,Male,University Student,None,Catholic
15,Brown Lane,Helen,Wilkinson,20,None,Single,Female,University Student,None,Christian
16,Brown Lane,Leanne,Marsh,36,Head,Divorced,Female,"Exhibitions officer, museum/gallery",None,None
16,Brown Lane,Hayley,Marsh,4,Daughter,NA,Female,Child,None,NA
16,Brown Lane,Rachael,Marsh,3,Daughter,NA,Female,Child,None,NA
16,Brown Lane,Frederick,Garner-Marsh,0,Son,NA,Male,Child,None,NA
17,Brown Lane,Samuel,Gill,72,Head,Married,Male,Retired English as a foreign language teacher,None,Catholic
17,Brown Lane,Beth,Gill,76,Wife,Married,Female,Retired Health and safety adviser,None,None
18,Brown Lane,Kimberley,Bell,21,Head,Single,Female,University Student,None,None
18,Brown Lane,Douglas,Smith,25,Partner,Single,Male,Unemployed,None,None
19,Brown Lane,Kieran,Harvey,26,Head,Single,Male,Unemployed,None,None
19,Brown Lane,Kimberley,Iqbal,32,None,Single,Female,Corporate investment banker,None,None
19,Brown Lane,Stephanie,Atkins,34,None,Single,Female,Unemployed,None,None
20,Brown Lane,Sylvia,Clarke,33,Head,Single,Female,Surgeon,None,None
20,Brown Lane,Samuel,Clarke,13,Son,NA,Male,Student,None,NA
20,Brown Lane,Vincent,Clarke,10,Son,NA,Male,Student,None,NA
20,Brown Lane,Mandy,Clarke,6,Daughter,NA,Female,Student,None,NA
21,Brown Lane,Tina,Hamilton,46,Head,Married,Female,Administrator,None,Christian
21,Brown Lane,Jack,Hamilton,49,Husband,Married,Male,Media planner,None,Christian
21,Brown Lane,Fiona,Hamilton,9,Daughter,NA,Female,Student,None,NA
22,Brown Lane,Sam,Richards,56,Head,Married,Male,Chartered public finance accountant,None,None
22,Brown Lane,Alice,Richards,56,Wife,Married,Female,Art gallery manager,None,None
23,Brown Lane,Patricia,Knight,80,Head,Married,Female,"Retired Production designer, theatre/television/film",None,None
23,Brown Lane,Robin,Knight,80,Husband,Married,Male,Retired Publishing rights manager,None,None
24,Brown Lane,Valerie,Davidson,33,Head,Single,Female,Accounting technician,None,Catholic
24,Brown Lane,Julian,Davies,35,Partner,Single,Male,Hydrographic surveyor,None,Catholic
24,Brown Lane,Rosemary,Davidson,0,Daughter,NA,Female,Child,None,NA
24,Brown Lane,Declan,Davidson,0,Son,NA,Male,Child,None,NA
24,Brown Lane,Denis,Tucker,59,Lodger,Single,Male,"Engineer, land",None,None
25,Brown Lane,Bethany,Brown,36,Head,Divorced,Female,Television floor manager,None,Christian
25,Brown Lane,Rachael,Brown,2,Adopted Daughter,NA,Female,Child,None,NA
25,Brown Lane,Leon,Brown,0,Son,NA,Male,Child,None,NA
25,Brown Lane,Mathew,Barrett,25,Sibling,Single,Male,Software engineer,None,None
25,Brown Lane,Charlene,Weston,28,Lodger,Divorced,Female,Accommodation manager,None,Catholic
25,Brown Lane,Janice,Wood,59,Visitor,Divorced,Female,"Pharmacist, hospital",None,Christian
1,Ellis Trail,Margaret,Berry,79,Head,Widowed,Female,Retired Animator,None,Methodist
2,Ellis Trail,Sharon,Cooper,51,Head,Married,Female,Logistics and distribution manager,None,Christian
2,Ellis Trail,Lawrence,Cooper,49,Husband,Married,Male,Data scientist,None,None
2,Ellis Trail,Sara,Cooper,14,Daughter,NA,Female,Student,None,NA
3,Ellis Trail,Nicola,Chapman,76,Head,Married,Female,Retired Geographical information systems officer,None,Christian
3,Ellis Trail,Raymond,Chapman,78,Husband,Married,Male,Retired Dramatherapist,None,Christian
4,Ellis Trail,Joe,Brookes,37,Head,Single,Male,Legal executive,None,None
4,Ellis Trail,Kathleen,Patel,23,None,Single,Female,Commercial horticulturist,None,None
5,Ellis Trail,Adrian,Morris,42,Head,Single,Male,"Administrator, local government",None,None
6,Ellis Trail,Josh,Baker,50,Head,Single,Male,Writer,None,Catholic
6,Ellis Trail,Sian,Cox,50,Partner,Single,Female,Adult guidance worker,None,Catholic
7,Ellis Trail,Jessica,Knight,54,Head,Married,Female,Radiation protection practitioner,None,None
7,Ellis Trail,Daniel,Knight,54,Husband,Married,Male,Adult guidance worker,None,None
7,Ellis Trail,Mark,Knight,17,Son,NA,Male,Student,None,NA
7,Ellis Trail,Gemma,Knight,15,Daughter,NA,Female,Student,None,NA
8,Ellis Trail,Victor,Harris,47,Head,Single,Male,Systems developer,None,Catholic
9,Ellis Trail,Gemma,Goddard,24,Head,Single,Female,"Therapist, sports",None,None
10,Ellis Trail,Melissa,Gardner,41,Head,Divorced,Female,Unemployed,None,None
10,Ellis Trail,Rosie,Taylor,44,Lodger,Single,Female,Art gallery manager,None,Methodist
11,Ellis Trail,Claire,Field,71,Head,Widowed,Female,Retired Furniture designer,None,Christian
12,Ellis Trail,Kieran,Bevan,58,Head,Divorced,Male,Geophysicist/field seismologist,None,None
13,Ellis Trail,Marian,Davis,82,Head,Widowed,Female,Unemployed,None,Christian
14,Ellis Trail,Sean,Hughes,28,Head,Divorced,Male,Production engineer,None,None
1,Bennett Plain,Kim,Smith,30,Head,Single,Female,Financial risk analyst,None,Christian
1,Bennett Plain,Henry,Holmes,34,Partner,Single,Male,Multimedia programmer,None,Christian
1,Bennett Plain,Lawrence,Parker,22,Lodger,Single,Male,University Student,None,None
1,Bennett Plain,Brenda,Bentley,18,Lodger,Single,Female,Student,None,NA
2,Bennett Plain,Barbara,Fitzgerald,47,Head,Married,Female,Product manager,None,Christian
2,Bennett Plain,Marc,Fitzgerald,46,Husband,Married,Male,Higher education lecturer,None,Christian
2,Bennett Plain,Philip,Fitzgerald,8,Son,NA,Male,Student,None,NA
3,Bennett Plain,Lynda,Bennett,44,Head,Married,Female,"Surveyor, commercial/residential",None,Christian
3,Bennett Plain,Ashley,Bennett,46,Husband,Married,Male,"Surveyor, building control",None,None
3,Bennett Plain,Darren,Bennett,15,Son,NA,Male,Student,None,NA
4,Bennett Plain,Emma,Clements,21,Head,Married,Female,University Student,None,None
4,Bennett Plain,Jacob,Clements,23,Husband,Married,Male,Careers adviser,None,None
4,Bennett Plain,Frank,Price,38,Lodger,Single,Male,Chief Executive Officer,None,Christian
5,Bennett Plain,Claire,Williamson,70,Head,Married,Female,Retired Technical author,None,Jewish
5,Bennett Plain,George,Williamson,70,Husband,Married,Male,Retired Clinical cytogeneticist,None,None
5,Bennett Plain,Ashleigh,Williamson,40,Daughter,Single,Female,Medical laboratory scientific officer,None,None
5,Bennett Plain,Phillip,Williamson,29,Son,Single,Male,Clinical molecular geneticist,None,Jewish
6,Bennett Plain,Claire,Dobson,53,Head,Single,Female,Immunologist,None,Catholic
6,Bennett Plain,Ian,Wilson,54,Partner,Single,Male,Best boy,None,None
6,Bennett Plain,Jill,Dobson,15,Daughter,NA,Female,Student,None,NA
7,Bennett Plain,Ruth,Jackson,43,Head,Married,Female,Arts development officer,None,Catholic
7,Bennett Plain,Mark,Jackson,42,Husband,Married,Male,Writer,None,Catholic
7,Bennett Plain,Kirsty,Jackson,16,Daughter,NA,Female,Student,None,NA
8,Bennett Plain,Georgia,Jones,48,Head,Single,Female,Accounting technician,None,None
8,Bennett Plain,Alison,Jones,13,Daughter,NA,Female,Student,None,NA
8,Bennett Plain,Geoffrey,Jones,10,Adopted Son,NA,Male,Student,None,NA
9,Bennett Plain,Katie,Holland,43,Head,Married,Female,Press photographer,None,Christian
9,Bennett Plain,Mitchell,Holland,50,Husband,Married,Male,Clothing/textile technologist,None,Christian
9,Bennett Plain,Jacob,Holland,7,Son,NA,Male,Student,None,NA
10,Bennett Plain,Kathleen,Rowe,54,Head,Divorced,Female,"Geologist, engineering",None,Christian
10,Bennett Plain,Sarah,Rowe,28,Daughter,Single,Female,Unemployed,None,Christian
10,Bennett Plain,Liam,Rowe,27,Son,Single,Male,Unemployed,None,Christian
10,Bennett Plain,Steven,Rowe,26,Son,Single,Male,Retail merchandiser,None,Christian
11,Bennett Plain,Kayleigh,Matthews,72,Head,Widowed,Female,Retired Insurance broker,None,Christian
11,Bennett Plain,Steven,Matthews,44,Son,Single,Male,"Nurse, children's",None,Christian
11,Bennett Plain,Kerry,Matthews,42,Daughter,Divorced,Female,Equality and diversity officer,None,None
11,Bennett Plain,Kenneth,Matthews,38,Son,Single,Male,"Surveyor, mining",None,Christian
12,Bennett Plain,Rosemary,Walton,49,Head,Married,Female,"Journalist, newspaper",None,Catholic
12,Bennett Plain,Martyn,Walton,47,Husband,Married,Male,Information systems manager,None,Catholic
12,Bennett Plain,Jill,Walton,18,Daughter,Single,Female,Student,None,None
12,Bennett Plain,Natasha,Walton,18,Daughter,Single,Female,Student,None,Catholic
12,Bennett Plain,Max,Walton,14,Son,NA,Male,Student,None,NA
13,Bennett Plain,Melanie,Tomlinson,27,Head,Single,Female,Unemployed,None,None
13,Bennett Plain,Christian,Patel,28,Partner,Single,Male,"Journalist, broadcasting",None,None
13,Bennett Plain,Antony,Tomlinson,3,Son,NA,Male,Child,None,NA
14,Bennett Plain,Lucy,Richards,58,Head,Single,Female,Estate agent,None,None
14,Bennett Plain,Gerald,Richards,13,Grandson,NA,Male,Student,None,NA
15,Bennett Plain,Charlene,Potts,48,Head,Married,Female,Unemployed,None,Christian
15,Bennett Plain,Ricky,Potts,50,Husband,Married,Male,Public affairs consultant,None,None
15,Bennett Plain,Molly,Potts,15,Daughter,NA,Female,Student,None,NA
16,Bennett Plain,Eleanor,Davies,72,Head,Married,Female,Retired Equities trader,None,Christian
16,Bennett Plain,Kyle,Davies,73,Husband,Married,Male,Retired Television floor manager,None,Christian
16,Bennett Plain,Cameron,Davies,33,Son,Divorced,Male,Dispensing optician,None,Christian
17,Bennett Plain,Geraldine,Matthews,52,Head,Married,Female,Equities trader,None,Methodist
17,Bennett Plain,Mohammad,Matthews,56,Husband,Married,Male,Facilities manager,None,Methodist
17,Bennett Plain,Trevor,Matthews,17,Son,NA,Male,Student,None,NA
18,Bennett Plain,Paige,Foster,59,Head,Single,Female,Naval architect,None,None
18,Bennett Plain,Douglas,Foster,33,Son,Single,Male,Cartographer,None,None
18,Bennett Plain,Josh,Foster,29,Son,Single,Male,Contracting civil engineer,None,None
19,Bennett Plain,Marian,Nixon,50,Head,Single,Female,Armed forces logistics/support/administrative officer,None,None
19,Bennett Plain,Tracy,Nixon,17,Daughter,NA,Female,Student,None,NA
19,Bennett Plain,Katherine,Nixon,14,Daughter,NA,Female,Student,None,NA
20,Bennett Plain,Charlene,Spencer,41,Head,Single,Female,Research scientist (maths),None,Christian
20,Bennett Plain,Leonard,Cook,45,Partner,Single,Male,"Production assistant, television",None,None
20,Bennett Plain,Kimberley,Spencer,15,Daughter,NA,Female,Student,None,NA
21,Bennett Plain,Jodie,Allen,75,Head,Widowed,Female,Unemployed,None,Christian
21,Bennett Plain,Nigel,Allen,36,Son,Single,Male,Set designer,None,Christian
21,Bennett Plain,Leanne,Allen,36,Daughter,Single,Female,Biomedical scientist,None,Christian
21,Bennett Plain,June,Allen,33,Daughter,Single,Female,Unemployed,None,None
21,Bennett Plain,Russell,Allen,29,Son,Single,Male,Financial risk analyst,None,Christian
22,Bennett Plain,Eileen,Watson,29,Head,Single,Female,Data scientist,None,Catholic
22,Bennett Plain,Alan,Sutton,55,None,Single,Male,"Engineer, energy",None,Catholic
23,Bennett Plain,Naomi,Bruce,75,Head,Widowed,Female,Retired Financial planner,None,Christian
23,Bennett Plain,Gordon,Bruce,16,Grandson,NA,Male,Student,None,NA
24,Bennett Plain,Samantha,Wallace,69,Head,Married,Female,"Retired Scientist, marine",None,Christian
24,Bennett Plain,Dean,Wallace,70,Husband,Married,Male,Retired Financial risk analyst,None,Christian
25,Bennett Plain,Joan,Watson,42,Head,Single,Female,"Engineer, drilling",None,None
25,Bennett Plain,Neil,Watson,16,Son,NA,Male,Student,None,NA
25,Bennett Plain,Kelly,Watson,12,Daughter,NA,Female,Student,None,NA
26,Bennett Plain,Roy,Phillips,45,Head,Single,Male,Veterinary surgeon,None,Catholic
26,Bennett Plain,Cheryl,Morley,26,None,Single,Female,Field seismologist,None,None
26,Bennett Plain,Nicola,Jones,53,None,Single,Female,Logistics and distribution manager,None,None
26,Bennett Plain,Kevin,Ahmed,47,None,Single,Male,Toxicologist,None,None
26,Bennett Plain,Leah,Green,42,None,Single,Female,"Scientist, biomedical",None,None
26,Bennett Plain,Jake,Hayward,58,None,Single,Male,"Engineer, broadcasting (operations)",None,Christian
27,Bennett Plain,Eleanor,Allan,59,Head,Married,Female,Insurance account manager,None,Christian
27,Bennett Plain,Dominic,Allan,58,Husband,Married,Male,Cartographer,None,None
27,Bennett Plain,Damien,Allan,17,Son,NA,Male,Student,None,NA
28,Bennett Plain,Sharon,Booth,25,Head,Married,Female,Forensic scientist,None,None
28,Bennett Plain,Tony,Booth,32,Husband,Married,Male,Games developer,None,None
28,Bennett Plain,Linda,Booth,0,Daughter,NA,Female,Child,None,NA
28,Bennett Plain,Thomas,Booth,0,Son,NA,Male,Child,None,NA
28,Bennett Plain,Dennis,Wells,38,Lodger,Divorced,Male,"Nurse, adult",None,None
29,Bennett Plain,Debra,Wilson,64,Head,Married,Female,Ceramics designer,None,Christian
29,Bennett Plain,Ross,Wilson,65,Husband,Married,Male,Freight forwarder,None,Christian
29,Bennett Plain,Steven,Wilson,43,Son,Divorced,Male,"Copywriter, advertising",None,Christian
29,Bennett Plain,Natalie,Wilson,42,Daughter,Single,Female,Chiropodist,None,Christian
30,Bennett Plain,Jennifer,Newton,64,Head,Married,Female,Barrister's clerk,None,Christian
30,Bennett Plain,Norman,Newton,69,Husband,Married,Male,Retired Geophysicist/field seismologist,None,None
30,Bennett Plain,Abbie,Newton,27,Daughter,Single,Female,Land/geomatics surveyor,None,Christian
30,Bennett Plain,Malcolm,Newton,25,Son,Single,Male,Bookseller,None,Christian
1,Statue Avenue,Peter,Robinson,46,Head,Divorced,Male,Unemployed,None,None
1,Statue Avenue,Nathan,Robinson,28,Son,Single,Male,"Development worker, community",None,None
2,Statue Avenue,Jennifer,Clarke,60,Head,Single,Female,Academic librarian,None,Christian
